0.0001	1.1102230246251565e-16
0.0126	0.
0.0251	-9.99999999995449e-6
0.03760000000000001	-0.00002999999999986347
0.050100000000000006	-0.00004999999999988347
0.0626	-0.00007999999999996898
0.07510000000000001	-0.0001100000000000545
0.08760000000000001	-0.00014999999999987246
0.10010000000000001	-0.00019999999999986695
0.1126	-0.00024999999999997247
0.1251	-0.00030999999999992145
0.1376	-0.00036999999999998145
0.1501	-0.00043999999999988493
0.1626	-0.0005099999999998994
0.1751	-0.0005800000000000249
0.1876	-0.0006699999999999484
0.2001	-0.0007500000000000284
0.2126	-0.0008399999999999519
0.2251	-0.0009399999999999409
0.2376	-0.0010399999999999299
0.2501	-0.0011400000000000299
0.2626	-0.0012499999999999734
0.2751	-0.0013599999999999168
0.2876	-0.0014699999999999713
0.30010000000000003	-0.0015899999999999803
0.3126	-0.0017099999999999893
0.3251	-0.0018400000000000638
0.3376	-0.0019599999999999618
0.3501	-0.0020999999999998797
0.36260000000000003	-0.0022299999999999542
0.3751	-0.0023699999999999832
0.3876	-0.0025100000000000122
